,model,tokenizer,vectorizer,ngram,random_state,data_type,accuracy,dem_precision,rep_precision,dem_recall,rep_recall,null_accuracy,lift
288,MultinomialNB,SPACY,Count,"(1, 2)",11,Clean,0.8506160557128645,0.8515226767742778,0.8493353028064993,0.8886918564997954,0.8019525801952581,0.561031606336573,1.5161642340744783
289,LogisticRegression,SPACY,Count,"(1, 2)",11,Clean,0.853218030152292,0.8603381706829982,0.843592512598992,0.8814622834538263,0.8171199442119944,0.561031606336573,1.520802073386987
290,MultinomialNB,SPACY,Count,"(1, 2)",12,Clean,0.8546720746919722,0.8573481384715872,0.8508869179600886,0.8905020352781546,0.808320168509742,0.5640162240759165,1.5153324287652645
291,LogisticRegression,SPACY,Count,"(1, 2)",12,Clean,0.8489324251932349,0.859254327563249,0.8349829044448444,0.8755766621438263,0.8144637528523785,0.5640162240759165,1.505156037991859
292,MultinomialNB,SPACY,Count,"(1, 2)",13,Clean,0.8517639856126119,0.8528871391076116,0.8501927666605471,0.8884483937115516,0.8051112656467315,0.5598071477768424,1.521531100478469
293,LogisticRegression,SPACY,Count,"(1, 2)",13,Clean,0.8513813423126961,0.8610401827711329,0.8386064699608958,0.8758714969241285,0.8202364394993046,0.5598071477768424,1.5208475734791527
294,MultinomialNB,SPACY,Count,"(1, 2)",14,Clean,0.8472487946736053,0.8452646788388283,0.85001833516685,0.887219081759272,0.7973856209150327,0.5550623708578862,1.5264028677788501
295,LogisticRegression,SPACY,Count,"(1, 2)",14,Clean,0.8465600367337568,0.8538295577130529,0.8370199964608034,0.8730180614917965,0.8135534915720675,0.5550623708578862,1.5251620019302359
296,MultinomialNB,SPACY,Count,"(1, 2)",15,Clean,0.856432233871585,0.8587423512563468,0.8531377645748236,0.8929199945850819,0.8089788732394366,0.5653172112956302,1.5149587112494924
297,LogisticRegression,SPACY,Count,"(1, 2)",15,Clean,0.8555904186117701,0.8670581954084357,0.8401793721973094,0.8793826993366726,0.8246478873239437,0.5653172112956302,1.5134696087721675
298,MultinomialNB,SPACY,Count,"(1, 2)",16,Clean,0.847631437973521,0.8459452479338843,0.8500845387939132,0.8914137977956185,0.79136061559986,0.56240912221627,1.5071438290923933
299,LogisticRegression,SPACY,Count,"(1, 2)",16,Clean,0.8500803550929823,0.8590460964561684,0.837978780794821,0.8773982854810178,0.8149702693249388,0.56240912221627,1.511498163015376
300,MultinomialNB,SPACY,Count,"(1, 2)",17,Clean,0.8467130940537231,0.8486970050563983,0.8438550616361599,0.8867515578434029,0.7947229551451187,0.5649345679957144,1.4987808182064482
301,LogisticRegression,SPACY,Count,"(1, 2)",17,Clean,0.8478610239534706,0.8588344864289515,0.8330030625112592,0.874424275264156,0.8133685136323658,0.5649345679957144,1.500812787862368
302,MultinomialNB,SPACY,Count,"(1, 2)",18,Clean,0.8539833167521237,0.8553950279838605,0.8519687964338781,0.8918442122404668,0.805019305019305,0.5639396954159333,1.5143167322567512
303,LogisticRegression,SPACY,Count,"(1, 2)",18,Clean,0.8526823295324099,0.8608165429480382,0.8415716096324461,0.8812593296241009,0.8157248157248157,0.5639396954159333,1.5120097706608766
304,MultinomialNB,SPACY,Count,"(1, 2)",19,Clean,0.8542894313920564,0.8619924272098185,0.8433801775147929,0.8862934622096926,0.8118547525809897,0.5700619882145863,1.4985904148207816
305,LogisticRegression,SPACY,Count,"(1, 2)",19,Clean,0.847631437973521,0.8648395721925134,0.8245928047252551,0.8684387166062558,0.8200427198291207,0.5700619882145863,1.486910994764398
306,MultinomialNB,SPACY,Count,"(1, 2)",20,Clean,0.8523762148924773,0.8525943396226415,0.8520699172033118,0.8900287238407879,0.8045517720639332,0.5595010331369098,1.5234578033100807
307,LogisticRegression,SPACY,Count,"(1, 2)",20,Clean,0.849927297773016,0.859930032292788,0.8367346938775511,0.8741622213103543,0.8191452397498262,0.5595010331369098,1.5190808370947886
308,MultinomialNB,SPACY,TFIDF,"(1, 1)",10,Clean,0.8241371393586898,0.7871610024030209,0.8987985212569316,0.940139401394014,0.6765217391304348,0.5599602050968088,1.4717780511138443
309,LogisticRegression,SPACY,TFIDF,"(1, 1)",10,Clean,0.8425040177546491,0.842160052049447,0.8429951690821256,0.8845155118217849,0.7890434782608695,0.5599602050968088,1.5045783791171246
310,MultinomialNB,SPACY,TFIDF,"(1, 1)",11,Clean,0.8224535088390602,0.7856572796716452,0.8975791433891993,0.9399809030145956,0.6722454672245467,0.561031606336573,1.4659664438685036
311,LogisticRegression,SPACY,TFIDF,"(1, 1)",11,Clean,0.8387541134154741,0.8420639078051336,0.8341005339716443,0.877097258218524,0.7897489539748954,0.561031606336573,1.4950211430909837
312,MultinomialNB,SPACY,TFIDF,"(1, 1)",12,Clean,0.824672839978572,0.7886779583949074,0.8988290398126464,0.9413839891451832,0.6736879059153941,0.5640162240759165,1.4621438263229307
313,LogisticRegression,SPACY,TFIDF,"(1, 1)",12,Clean,0.8351572663962654,0.8410933821606068,0.8267847260653016,0.8725915875169606,0.7867298578199052,0.5640162240759165,1.4807327001356851
314,MultinomialNB,SPACY,TFIDF,"(1, 1)",13,Clean,0.8187801331598684,0.7806649268126631,0.8977433004231312,0.9405331510594669,0.66394297635605,0.5598071477768424,1.4626110731373891
315,LogisticRegression,SPACY,TFIDF,"(1, 1)",13,Clean,0.8352337950562486,0.8373856209150327,0.8321949418497323,0.8757347915242653,0.7837273991655076,0.5598071477768424,1.4920027341079976
316,MultinomialNB,SPACY,TFIDF,"(1, 1)",14,Clean,0.8112037958215351,0.7713767294171013,0.8938573782066369,0.9378188335861023,0.653250773993808,0.5550623708578862,1.461464221701365
317,LogisticRegression,SPACY,TFIDF,"(1, 1)",14,Clean,0.8330144639167368,0.8336623239899987,0.832114118507681,0.8734316834413346,0.782593739250086,0.5550623708578862,1.5007583069074868
318,MultinomialNB,SPACY,TFIDF,"(1, 1)",15,Clean,0.8238310247187571,0.7879062393839882,0.8987252124645893,0.9419250033843238,0.6702464788732394,0.5653172112956302,1.4572898334912685
319,LogisticRegression,SPACY,TFIDF,"(1, 1)",15,Clean,0.8365347822759623,0.8407527579493835,0.83047370384185,0.8769459861919588,0.7839788732394366,0.5653172112956302,1.479761743603628
320,MultinomialNB,SPACY,TFIDF,"(1, 1)",16,Clean,0.816254687380424,0.7777278850471486,0.8987737436883866,0.9427132943257586,0.6537250786988458,0.56240912221627,1.4513539257041772
321,LogisticRegression,SPACY,TFIDF,"(1, 1)",16,Clean,0.834009336496518,0.8357531760435571,0.8314963571828881,0.8772622125459246,0.7784190276320392,0.56240912221627,1.482922846645802
322,MultinomialNB,SPACY,TFIDF,"(1, 1)",17,Clean,0.816254687380424,0.7813806349565021,0.8894686907020873,0.9368734760227581,0.6596306068601583,0.5649345679957144,1.4448658900027092
323,LogisticRegression,SPACY,TFIDF,"(1, 1)",17,Clean,0.834009336496518,0.8377607878709343,0.8285981308411215,0.8757789217014359,0.7797713280562885,0.5649345679957144,1.4762936873476022
324,MultinomialNB,SPACY,TFIDF,"(1, 1)",18,Clean,0.8198515343996327,0.7836859373232266,0.8954588457899716,0.9400189985072601,0.6644436644436644,0.5639396954159333,1.4537929162708645
325,LogisticRegression,SPACY,TFIDF,"(1, 1)",18,Clean,0.8347746230963495,0.8357824181490074,0.8333019401017141,0.8799022933912335,0.7764127764127764,0.5639396954159333,1.480255122811779
326,MultinomialNB,SPACY,TFIDF,"(1, 1)",19,Clean,0.8298002601974439,0.798673831027781,0.892824074074074,0.9378440059068331,0.6865432538269847,0.5700619882145863,1.4556316284064976
327,LogisticRegression,SPACY,TFIDF,"(1, 1)",19,Clean,0.8384479987755414,0.850262467191601,0.8219203231136405,0.8697811786817022,0.7969028123887505,0.5700619882145863,1.4708014498590416
328,MultinomialNB,SPACY,TFIDF,"(1, 1)",20,Clean,0.820463763679498,0.7818780515499035,0.9002347417840375,0.9418684174531528,0.6662612925642808,0.5595010331369098,1.4664204623170565
329,LogisticRegression,SPACY,TFIDF,"(1, 1)",20,Clean,0.8352337950562486,0.8388961892247043,0.8301264431006047,0.8732047599507591,0.7870048644892287,0.5595010331369098,1.4928190398030365
330,MultinomialNB,SPACY,TFIDF,"(1, 2)",10,Clean,0.7802096885283538,0.726070593022073,0.9446847960444994,0.975536422030887,0.5316521739130434,0.5599602050968088,1.3933305999726662
331,LogisticRegression,SPACY,TFIDF,"(1, 2)",10,Clean,0.8294941455575113,0.8177844386162109,0.8480237154150198,0.8949022823561569,0.7462608695652174,0.5599602050968088,1.4813448134481346
332,MultinomialNB,SPACY,TFIDF,"(1, 2)",11,Clean,0.7810515037881687,0.7278752039151712,0.9410862227677201,0.9738098485881872,0.5346931659693166,0.561031606336573,1.392170235984177
333,LogisticRegression,SPACY,TFIDF,"(1, 2)",11,Clean,0.8306420754572588,0.8237601214574899,0.8411776099167151,0.8881462283453826,0.7571478382147838,0.561031606336573,1.4805619969990453
334,MultinomialNB,SPACY,TFIDF,"(1, 2)",12,Clean,0.7872503252468049,0.7336591325595602,0.9494607087827427,0.9777476255088196,0.540810953133228,0.5640162240759165,1.3957937584803257
335,LogisticRegression,SPACY,TFIDF,"(1, 2)",12,Clean,0.8293410882375449,0.8253988351481387,0.8353646740181854,0.8845318860244233,0.7579427769001229,0.5640162240759165,1.4704206241519673
336,MultinomialNB,SPACY,TFIDF,"(1, 2)",13,Clean,0.77745465676896,0.7232296626481612,0.9449311639549437,0.9759398496240601,0.5250347705146036,0.5598071477768424,1.38879015721121
337,LogisticRegression,SPACY,TFIDF,"(1, 2)",13,Clean,0.8308716614372083,0.8224889450410613,0.84375,0.8899521531100478,0.7557371349095967,0.5598071477768424,1.4842105263157896
338,MultinomialNB,SPACY,TFIDF,"(1, 2)",14,Clean,0.7716384786102395,0.7159332321699545,0.944688874921433,0.9757341789604301,0.5170278637770898,0.5550623708578862,1.3901833723976287
339,LogisticRegression,SPACY,TFIDF,"(1, 2)",14,Clean,0.8239075533787403,0.8146124523506989,0.8379834519915336,0.8839101061629671,0.7490540075679395,0.5550623708578862,1.484351302909141
340,MultinomialNB,SPACY,TFIDF,"(1, 2)",15,Clean,0.7908471722660136,0.7379345603271984,0.9482811073927594,0.976986598077704,0.5487676056338028,0.5653172112956302,1.398944090970624
341,LogisticRegression,SPACY,TFIDF,"(1, 2)",15,Clean,0.8298767888574271,0.8255989911727617,0.8364804360521705,0.8862867199133613,0.7565140845070423,0.5653172112956302,1.4679842967375119
342,MultinomialNB,SPACY,TFIDF,"(1, 2)",16,Clean,0.7782199433687916,0.7241414039681741,0.9493307839388145,0.9783644033201796,0.5209863588667366,0.56240912221627,1.383725676962852
343,LogisticRegression,SPACY,TFIDF,"(1, 2)",16,Clean,0.8257442412183362,0.8180336092299975,0.8378166110347536,0.8876037556130085,0.7462399440363764,0.56240912221627,1.4682269696557353
344,MultinomialNB,SPACY,TFIDF,"(1, 2)",17,Clean,0.7802096885283538,0.7285627407257247,0.9393939393939394,0.9737198591167705,0.5289357959542657,0.5649345679957144,1.3810620428068274
345,LogisticRegression,SPACY,TFIDF,"(1, 2)",17,Clean,0.8262034131782352,0.821406112438687,0.8336591086786552,0.8847195881874831,0.7502198768689534,0.5649345679957144,1.4624762936873474
346,MultinomialNB,SPACY,TFIDF,"(1, 2)",18,Clean,0.7818167903880003,0.7293866774979691,0.9422180801491147,0.974759126068666,0.5322920322920323,0.5639396954159333,1.3863482154973539
347,LogisticRegression,SPACY,TFIDF,"(1, 2)",18,Clean,0.8264329991581847,0.8194113963681904,0.837465564738292,0.8879088071651513,0.7469287469287469,0.5639396954159333,1.4654634278735241
348,MultinomialNB,SPACY,TFIDF,"(1, 2)",19,Clean,0.794290961965256,0.7439286812173378,0.9428657799274486,0.9746274667740636,0.5551797792808829,0.5700619882145863,1.3933413881057861
349,LogisticRegression,SPACY,TFIDF,"(1, 2)",19,Clean,0.8303359608173261,0.832824427480916,0.8265796043787209,0.8787756745871929,0.7661089355642577,0.5700619882145863,1.4565713518593102
350,MultinomialNB,SPACY,TFIDF,"(1, 2)",20,Clean,0.7806688604882529,0.7259786476868327,0.9470915841584159,0.9766105867870333,0.5317929117442669,0.5595010331369098,1.3952947613185611
351,LogisticRegression,SPACY,TFIDF,"(1, 2)",20,Clean,0.8278870436978648,0.8212744351358213,0.8379263827327038,0.8849678566543564,0.7553856845031272,0.5595010331369098,1.4796881411571603
