,model,tokenizer,vectorizer,ngram,random_state,data_type,accuracy,dem_precision,rep_precision,dem_recall,rep_recall,null_accuracy,lift
52,LogisticRegression,SPACY,TFIDF,"(1, 1)",18,Clean,0.8347746230963495,0.8357824181490074,0.8333019401017141,0.8799022933912335,0.7764127764127764,0.5639396954159333,1.480255122811779
53,LogisticRegression,SPACY,TFIDF,"(1, 1)",19,Clean,0.8384479987755414,0.850262467191601,0.8219203231136405,0.8697811786817022,0.7969028123887505,0.5700619882145863,1.4708014498590416
54,LogisticRegression,SPACY,TFIDF,"(1, 1)",20,Clean,0.8352337950562486,0.8388961892247043,0.8301264431006047,0.8732047599507591,0.7870048644892287,0.5595010331369098,1.4928190398030365
55,LogisticRegression,SPACY,TFIDF,"(1, 2)",16,Clean,0.8257442412183362,0.8180336092299975,0.8378166110347536,0.8876037556130085,0.7462399440363764,0.56240912221627,1.4682269696557353
56,LogisticRegression,SPACY,TFIDF,"(1, 2)",17,Clean,0.8262034131782352,0.821406112438687,0.8336591086786552,0.8847195881874831,0.7502198768689534,0.5649345679957144,1.4624762936873474
57,LogisticRegression,SPACY,TFIDF,"(1, 2)",18,Clean,0.8264329991581847,0.8194113963681904,0.837465564738292,0.8879088071651513,0.7469287469287469,0.5639396954159333,1.4654634278735241
58,LogisticRegression,SPACY,TFIDF,"(1, 2)",19,Clean,0.8303359608173261,0.832824427480916,0.8265796043787209,0.8787756745871929,0.7661089355642577,0.5700619882145863,1.4565713518593102
59,LogisticRegression,SPACY,TFIDF,"(1, 2)",20,Clean,0.8278870436978648,0.8212744351358213,0.8379263827327038,0.8849678566543564,0.7553856845031272,0.5595010331369098,1.4796881411571603
60,LogisticRegression,NLTK,Count,"(1, 1)",16,Dirty,0.8274278717379658,0.8396,0.8110292796838513,0.8568512722819431,0.7896117523609654,0.56240912221627,1.471220574227786
61,LogisticRegression,NLTK,Count,"(1, 1)",17,Dirty,0.8276574577179153,0.8436495176848875,0.8063537390683563,0.8530208615551341,0.7947229551451187,0.5649345679957144,1.4650501219181793
62,LogisticRegression,NLTK,Count,"(1, 1)",18,Dirty,0.8298767888574271,0.8448137228625033,0.8099910793933988,0.85547564119962,0.7967707967707968,0.5639396954159333,1.4715700909214275
63,LogisticRegression,NLTK,Count,"(1, 1)",19,Dirty,0.8297237315374608,0.8546022264458322,0.797579372039993,0.845079876493489,0.8093627625489498,0.5700619882145863,1.455497382198953
64,LogisticRegression,NLTK,Count,"(1, 1)",20,Dirty,0.8299533175174103,0.8444564775957764,0.8110915492957746,0.8532348515934892,0.8003822098679638,0.5595010331369098,1.483381206401313
65,LogisticRegression,NLTK,Count,"(1, 2)",16,Dirty,0.8376061835157267,0.8472166865949249,0.8245487364620938,0.8677371070893999,0.7988807275271074,0.56240912221627,1.489318274595183
66,LogisticRegression,NLTK,Count,"(1, 2)",17,Dirty,0.8383714701155582,0.8526498929336188,0.8193029490616622,0.8630452451910051,0.8063324538258575,0.5649345679957144,1.4840151720400974
67,LogisticRegression,NLTK,Count,"(1, 2)",18,Dirty,0.8391367567153899,0.8522134545940886,0.8216457960644007,0.8647034875831184,0.8060723060723061,0.5639396954159333,1.4879902293391234
68,LogisticRegression,NLTK,Count,"(1, 2)",19,Dirty,0.8370704828958445,0.8565683646112601,0.8111289459604066,0.8578332662102296,0.8095407618369527,0.5700619882145863,1.468385018123238
69,LogisticRegression,NLTK,Count,"(1, 2)",20,Dirty,0.836381724955996,0.8476945826051888,0.8214285714285714,0.8625359048009849,0.8031619179986101,0.5595010331369098,1.4948707427164547
70,LogisticRegression,NLTK,TFIDF,"(1, 1)",16,Dirty,0.8220708655391444,0.8234612413082668,0.8200339558573854,0.8701864199210777,0.7602308499475341,0.56240912221627,1.4616954687712613
71,LogisticRegression,NLTK,TFIDF,"(1, 1)",17,Dirty,0.820922935639397,0.8262163561076604,0.8132609102828245,0.864941750203197,0.763764291996482,0.5649345679957144,1.4531292332701167
72,LogisticRegression,NLTK,TFIDF,"(1, 1)",18,Dirty,0.820463763679498,0.8245251324460524,0.8145645645645646,0.8659248201926991,0.7616707616707616,0.5639396954159333,1.4548785452571584
73,LogisticRegression,NLTK,TFIDF,"(1, 1)",19,Dirty,0.8245197826586056,0.8392105263157895,0.8040973111395646,0.8562223117196939,0.7824848700605198,0.5700619882145863,1.4463686400859177
